timestamp,year,month,day,hour,ticker,open,high,low,close,price_change,volume
2024-07-03,2024,7,2,0,ETHUSDT,3421.35,3432.1,3251.0,3295.48,-3.678957136802721,310408.451
2024-07-04,2024,7,3,0,ETHUSDT,3295.49,3313.45,3050.34,3059.7,-7.15492991937466,450402.5692
2024-07-05,2024,7,4,0,ETHUSDT,3059.7,3110.0,2810.0,2981.78,-2.5466549008072565,886994.3753
2024-07-06,2024,7,5,0,ETHUSDT,2981.79,3081.78,2955.06,3066.83,2.8519781741839623,214487.9713
2024-07-07,2024,7,6,0,ETHUSDT,3066.83,3073.08,2922.24,2931.0,-4.429003237871024,179892.7612
2024-07-08,2024,7,0,0,ETHUSDT,2930.99,3097.06,2822.8,3019.01,3.003080870286164,500445.0105
2024-07-09,2024,7,1,0,ETHUSDT,3019.01,3115.2,3004.0,3066.65,1.5780007353403889,280358.1424
2024-07-10,2024,7,2,0,ETHUSDT,3066.65,3151.51,3024.0,3101.05,1.1217452268762358,270827.0844
2024-07-11,2024,7,3,0,ETHUSDT,3101.06,3217.24,3054.76,3099.57,-0.04804808678322192,289229.32
2024-07-12,2024,7,4,0,ETHUSDT,3099.57,3157.89,3045.58,3133.88,1.1069277351374527,185745.1825
2024-07-13,2024,7,5,0,ETHUSDT,3133.89,3201.8,3113.37,3175.93,1.341463803771031,119302.4769
2024-07-14,2024,7,6,0,ETHUSDT,3175.93,3268.72,3163.67,3245.08,2.1773149911994314,165430.7716
2024-07-15,2024,7,0,0,ETHUSDT,3245.2,3493.63,3233.22,3483.39,7.33976334278319,314296.8452
2024-07-16,2024,7,1,0,ETHUSDT,3483.2,3498.59,3346.55,3444.13,-1.1216697289848332,376128.7869
2024-07-17,2024,7,2,0,ETHUSDT,3444.14,3517.0,3376.0,3387.05,-1.6575981231889438,297812.5162
2024-07-18,2024,7,3,0,ETHUSDT,3387.05,3489.98,3367.2,3426.5,1.1647303700860578,241950.3457
2024-07-19,2024,7,4,0,ETHUSDT,3426.49,3540.27,3377.0,3503.53,2.2483649448853034,299511.6422
