timestamp,year,month,day,hour,ticker,open,high,low,close,price_change,volume,return,rolling_vol,volatility_7d,volume_change,vol_regime,vol_regime_change,vol_momentum,extreme_down,extreme_up,extreme_reversal_setup,vol_expansion,vol_persistence,drawdown,deep_drawdown,volume_roc,volume_zscore,volume_spike,vwap,vwap_distance,extreme_streak,tail_risk_signal,var_breach_95,var_breach_99,position_size_factor,upside_momentum,open_lag1,high_lag1,low_lag1,close_lag1,volume_lag1,rsi,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr_normalized,rsi_oversold_extreme,rsi_overbought_extreme,market_stress
2024-07-03,2024,7,2,0,ETHUSDT,3421.35,3432.1,3251.0,3295.48,-3.678957136802721,310408.451,-7.1546481847864385,3.057915254033344,115.45656569422454,0.4509996997472212,1,1,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,0.6122145157059529,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3421.35,3432.1,3251.0,3295.48,310408.451,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-04,2024,7,3,0,ETHUSDT,3295.49,3313.45,3050.34,3059.7,-7.15492991937466,450402.5692,-7.1546481847864385,3.057915254033344,115.45656569422454,0.4509996997472212,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,0.6122145157059529,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3421.35,3432.1,3251.0,3295.48,310408.451,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-05,2024,7,4,0,ETHUSDT,3059.7,3110.0,2810.0,2981.78,-2.5466549008072565,886994.3753,-2.5466549008072548,3.057915254033344,115.45656569422454,0.4509996997472212,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,0.6122145157059529,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,1,1,4.229353332403428,0,3295.49,3313.45,3050.34,3059.7,450402.5692,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-06,2024,7,5,0,ETHUSDT,2981.79,3081.78,2955.06,3066.83,2.8519781741839623,214487.9713,2.85232310901542,3.057915254033344,115.45656569422454,0.9693368465359098,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,0.6122145157059529,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,1,1,4.229353332403428,0,3059.7,3110.0,2810.0,2981.78,886994.3753,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-07,2024,7,6,0,ETHUSDT,3066.83,3073.08,2922.24,2931.0,-4.429003237871024,179892.7612,-4.4290032378710205,3.057915254033344,115.45656569422454,-0.7581856466367606,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,0.6122145157059529,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,2981.79,3081.78,2955.06,3066.83,214487.9713,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-08,2024,7,0,0,ETHUSDT,2930.99,3097.06,2822.8,3019.01,3.003080870286164,500445.0105,3.0027294438758068,3.057915254033344,115.45656569422454,-0.16129207568294057,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,0.6122145157059529,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,1,1,4.229353332403428,0,3066.83,3073.08,2922.24,2931.0,179892.7612,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-09,2024,7,1,0,ETHUSDT,3019.01,3115.2,3004.0,3066.65,1.5780007353403889,280358.1424,1.578000735340379,3.057915254033344,115.45656569422454,1.7819074384189282,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,0.6122145157059529,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,2930.99,3097.06,2822.8,3019.01,500445.0105,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-10,2024,7,2,0,ETHUSDT,3066.65,3151.51,3024.0,3101.05,1.1217452268762358,270827.0844,1.1217452268762251,3.057915254033344,115.45656569422454,-0.439782320699149,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,-0.3775387584978279,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3019.01,3115.2,3004.0,3066.65,280358.1424,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-11,2024,7,3,0,ETHUSDT,3101.06,3217.24,3054.76,3099.57,-0.0480480867832219,289229.32,-0.04772577030360825,3.057915254033344,58.93520380569725,-0.033996009241642144,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,-0.6946687691132194,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3066.65,3151.51,3024.0,3101.05,270827.0844,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-12,2024,7,4,0,ETHUSDT,3099.57,3157.89,3045.58,3133.88,1.106927735137453,185745.1825,1.106927735137453,3.057915254033344,63.75534692796197,0.06794828383124596,1,0,-0.45332973087466155,0,0,0,0,1,-0.1545029299305414,0,0.34846405720095497,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3101.06,3217.24,3054.76,3099.57,289229.32,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-13,2024,7,5,0,ETHUSDT,3133.89,3201.8,3113.37,3175.93,1.341463803771031,119302.4769,1.3417871775562418,3.057915254033344,67.2317089659056,-0.35779269370062483,1,0,-0.45332973087466155,0,0,0,0,1,-0.1545029299305414,0,0.0325328337892008,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3099.57,3157.89,3045.58,3133.88,185745.1825,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-14,2024,7,6,0,ETHUSDT,3175.93,3268.72,3163.67,3245.08,2.1773149911994314,165430.7716,2.1773149911994416,3.057915254033344,80.49429098359967,-0.35770890370198427,1,0,-0.45332973087466155,0,0,0,0,1,-0.1545029299305414,0,-0.7616072207797544,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3133.89,3201.8,3113.37,3175.93,119302.4769,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-15,2024,7,0,0,ETHUSDT,3245.2,3493.63,3233.22,3483.39,7.33976334278319,314296.8452,7.343732666066782,3.057915254033344,73.92261735857898,0.3866499329990023,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,-0.4099305617313863,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3175.93,3268.72,3163.67,3245.08,165430.7716,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-16,2024,7,1,0,ETHUSDT,3483.2,3498.59,3346.55,3444.13,-1.1216697289848332,376128.7869,-1.1270630047166663,3.057915254033344,143.57252948879025,0.8998693058142031,1,0,-0.45332973087466155,0,0,0,1,1,-0.1545029299305414,0,0.16050743557020697,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3245.2,3493.63,3233.22,3483.39,314296.8452,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-17,2024,7,2,0,ETHUSDT,3444.14,3517.0,3376.0,3387.05,-1.6575981231889438,297812.5162,-1.6573125869232541,3.057915254033344,160.89662858641958,0.19673102878475857,1,0,-0.45332973087466155,0,0,0,0,1,-0.1545029299305414,0,0.30045178994992616,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,1,1,4.229353332403428,0,3483.2,3498.59,3346.55,3444.13,376128.7869,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-18,2024,7,3,0,ETHUSDT,3387.05,3489.98,3367.2,3426.5,1.1647303700860578,241950.3457,1.1647303700860645,3.057915254033344,155.83656684702336,-0.20821663597054496,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,0.6033391132499495,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,1,1,4.229353332403428,0,3444.14,3517.0,3376.0,3387.05,297812.5162,53.859576656241835,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.05009331761520243,0,0,0.0
2024-07-19,2024,7,4,0,ETHUSDT,3426.49,3540.27,3377.0,3503.53,2.2483649448853034,299511.6422,2.2480665402013766,3.057915254033344,140.53763847657189,-0.1875749589466046,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,1.0280412610611944,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3387.05,3489.98,3367.2,3426.5,241950.3457,55.45489773573118,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.048539147163315935,0,0,0.0
2024-07-20,2024,7,5,0,ETHUSDT,3503.53,3539.65,3480.0,3517.5,0.3987406986667675,147510.8165,0.3987406986667663,3.057915254033344,123.90671066419014,0.23790541126720122,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,0.8104953468040283,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3426.49,3540.27,3377.0,3503.53,299511.6422,58.47404133492127,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.047409776523684194,0,0,0.0
2024-07-21,2024,7,6,0,ETHUSDT,3517.5,3547.0,3411.4,3535.92,0.5236673773987227,218890.9656,0.5236673773987288,3.057915254033344,93.24187430446621,-0.5074955503682922,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,-0.5306640243043712,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3503.53,3539.65,3480.0,3517.5,147510.8165,59.01655842853351,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.04505981249816841,0,0,0.0
2024-07-22,2024,7,0,0,ETHUSDT,3535.93,3562.82,3422.34,3439.6,-2.724318637529587,207859.5043,-2.724043530396625,3.057915254033344,53.75603868625855,0.483897728950609,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,-0.41804250771639095,0.17451655206639458,0,3209.5524222250324,0.08504537139971034,0,0,0,0,4.229353332403428,0,3517.5,3547.0,3411.4,3535.92,218890.9656,59.76300242447083,3643.566182849612,3245.679,2847.7918171503884,0.0,0.7436884226970634,0.04436252145349919,0,0,0.0
2024-07-23,2024,7,1,0,ETHUSDT,3439.61,3541.0,3389.0,3482.51,1.2472344248330505,500568.7811,1.2475287824165626,3.057915254033344,54.63445494069733,-0.050397060791256276,1,0,-0.45332973087466155,0,0,0,0,1,-0.1545029299305414,0,-0.3020457737900809,0.17451655206639458,0,3227.439170750676,0.08504537139971034,0,0,1,1,4.229353332403428,0,3535.93,3562.82,3422.34,3439.6,207859.5043,54.203595881015154,3643.566182849612,3245.679,2847.7918171503884,0.23135665940784492,0.7436884226970634,0.04526461235426335,0,0,0.0
2024-07-24,2024,7,2,0,ETHUSDT,3482.51,3487.82,3300.0,3335.81,-4.2124789304266255,275479.0506,-4.212478930426622,2.7328423369838406,54.12731402730004,1.4082073263175774,1,0,-0.45332973087466155,0,0,0,0,0,-0.1545029299305414,0,1.068890538890435,0.17451655206639458,0,3245.0867425667107,0.08504537139971034,0,0,0,0,4.229353332403428,0,3439.61,3541.0,3389.0,3482.51,500568.7811,56.16014976050673,3665.7447128767894,3255.0305,2844.3162871232103,0.23587252463125136,0.7769316143294048,0.04463115249999108,0,0,0.0
2024-07-25,2024,7,3,0,ETHUSDT,3335.82,3342.5,3087.53,3175.48,-4.806614265757749,494282.6398,-4.806328897629064,2.9053117703312634,68.76043429044026,-0.44966793575373454,1,0,-0.2733918089968932,0,0,0,0,1,-0.1545029299305414,0,-0.08023925688989453,0.17451655206639458,0,3280.7759569634923,0.0335779618192208,0,0,1,1,4.229353332403428,0,3482.51,3487.82,3300.0,3335.81,275479.0506,48.527055038976904,3670.8286143799014,3268.8360000000002,2866.843385620099,0.24101649337336428,0.5833025254746425,0.04728750082129701,0,0,0.0
2024-07-26,2024,7,4,0,ETHUSDT,3175.47,3286.36,3171.0,3274.61,3.1220575221935754,260237.4641,3.1217327774068826,2.9180956451704434,129.56879996283791,0.7942658025118081,1,0,0.35910566133182464,0,0,0,1,1,-0.1545029299305414,0,2.3508230211714682,0.17451655206639458,0,3288.6476437089673,-0.021449886578888484,0,0,1,1,4.229353332403428,0,3335.82,3342.5,3087.53,3175.48,494282.6398,41.834707403503195,3661.255508812572,3278.5209999999997,2895.7864911874276,0.24105616084029635,0.3653884120356918,0.051862070244745456,0,0,0.0
2024-07-27,2024,7,5,0,ETHUSDT,3274.6,3327.59,3191.01,3249.01,-0.7814694924570845,231991.9037,-0.7817724858838138,2.7089649809735277,135.82849136564462,-0.47350474577602186,1,0,0.35781199977966827,0,0,0,0,1,-0.1545029299305414,0,0.18889084063686923,0.17451655206639458,0,3298.3595099795716,-0.0018794203092121564,0,0,0,0,4.229353332403428,1,3175.47,3286.36,3171.0,3274.61,260237.4641,46.726631517742504,3659.172639541173,3288.91,2918.647360458827,0.22614151886250455,0.48068938305830666,0.04921612407214024,0,0,0.0
2024-07-28,2024,7,6,0,ETHUSDT,3249.0,3284.3,3198.11,3270.16,0.6512773160972563,103529.8329,0.650967525492363,2.6472806928145842,133.18603466043916,-0.10853764079543238,1,0,0.2692289823241232,0,0,0,0,0,-0.1545029299305414,0,0.1160995715893276,0.17451655206639458,0,3324.2790380065867,-0.012052870359885488,0,0,1,1,4.229353332403428,0,3274.6,3327.59,3191.01,3249.01,231991.9037,45.658662816268624,3637.649210217125,3304.8104999999996,2971.971789782874,0.20488623317079693,0.41617486445071517,0.049063450022849266,0,0,0.0
2024-07-29,2024,7,0,0,ETHUSDT,3270.16,3396.77,3258.0,3317.66,1.452528316657289,318471.5055,1.4525283166572978,2.644572729475722,109.09477950060652,-0.553735146577014,1,0,0.003647566304962435,0,0,0,0,0,-0.1545029299305414,0,-0.7931756098083201,0.17451655206639458,0,3337.461904402102,-0.008549556194299273,0,0,0,0,4.229353332403428,0,3249.0,3284.3,3198.11,3270.16,103529.8329,46.74168306986788,3624.051207991575,3317.3679999999995,3010.6847920084238,0.18756465004255188,0.42303458622798745,0.04714686998415953,0,0,0.0
2024-07-30,2024,7,1,0,ETHUSDT,3317.66,3366.4,3233.18,3279.21,-1.1589493799846826,197277.1641,-1.1589493799846862,2.662158262380143,95.34192631935825,2.0761327105358443,1,0,-0.14269024085753435,0,0,0,0,0,-0.1545029299305414,0,0.15606433522389973,0.17451655206639458,0,3347.4771366991804,-0.001991119858144026,0,0,0,0,4.229353332403428,0,3270.16,3396.77,3258.0,3317.66,318471.5055,49.190837742012135,3614.264493133408,3329.918499999999,3045.5725068665897,0.1714135825451729,0.4784443946881158,0.04614012605520131,0,0,0.0
2024-07-31,2024,7,2,0,ETHUSDT,3279.2,3350.0,3213.75,3232.74,-1.4168089777994644,233711.3352,-1.4171096087167379,2.689397526074105,51.7409859644324,-0.38055003134338505,1,0,-0.5198745218939924,0,0,0,0,0,-0.1545029299305414,0,-0.600881867548851,0.17451655206639458,0,3356.125832980938,-0.017453953354573972,0,0,1,1,4.229353332403428,0,3317.66,3366.4,3233.18,3279.21,197277.1641,47.294872999736,3604.482944098426,3338.826499999999,3073.1700559015726,0.16202466087772763,0.38779398858114833,0.046248601207257004,0,0,0.0
2024-08-01,2024,8,3,0,ETHUSDT,3232.74,3242.57,3080.02,3203.4,-0.907589227713942,323285.6105,-0.9075892277139452,2.693124513412616,44.63577243593434,0.18468519286667906,1,0,-0.553502601689938,0,0,0,0,0,-0.1545029299305414,0,-0.10193047719603876,0.17451655206639458,0,3354.606747887031,-0.03427570436293361,0,0,1,1,4.229353332403428,0,3279.2,3350.0,3213.75,3232.74,233711.3352,45.03562828181483,3592.867574851203,3345.484999999999,3098.1024251487956,0.1530482345324422,0.27212420869211656,0.04657295099387252,0,0,0.0
2024-08-02,2024,8,4,0,ETHUSDT,3203.4,3218.6,2967.0,2989.61,-6.673846538053317,385704.0395,-6.6738465380533185,3.07485393846019,36.67705640678935,0.38326885267822486,1,0,-0.6014481284162434,0,0,0,0,0,-0.1545029299305414,1,0.39352108993448476,0.17451655206639458,0,3333.250722875948,-0.04550658723224497,0,0,1,1,4.229353332403428,0,3232.74,3242.57,3080.02,3203.4,323285.6105,43.618870054333584,3586.0940897955925,3348.9609999999993,3111.827910204406,0.14805087706536377,0.19308163587487584,0.047266902593385354,0,0,0.0
2024-08-03,2024,8,5,0,ETHUSDT,2989.61,3018.02,2859.0,2903.64,-2.875625917761857,344595.3157,-2.8756259177618593,3.0719082102384827,107.94895967649784,0.19307518482948383,1,0,0.27588398153280136,0,0,0,1,1,-0.1788162628113759,1,2.7255352268611652,0.5623654795351632,0,3310.13389085893,-0.10880463056271249,0,0,1,1,4.229353332403428,0,3203.4,3218.6,2967.0,2989.61,385704.0395,34.982961247511646,3614.824275564154,3339.644999999999,3064.465724435844,0.184090416853138,0.0,0.0530406580738782,0,0,0.0
2024-08-04,2024,8,6,0,ETHUSDT,2903.65,2935.46,2630.0,2688.92,-7.395175038313846,512064.2612,-7.39485611163918,2.8485335104219307,159.31965067271565,-0.10658100406023885,1,0,0.9087660935607769,0,0,0,0,1,-0.23954161858865586,1,0.0820287207767163,0.3234774302695174,0,3247.7383459345956,-0.12888641107239532,0,0,1,1,4.229353332403428,0,2989.61,3018.02,2859.0,2903.64,344595.3157,32.22041832726397,3655.4233945078213,3322.572999999999,2989.7226054921766,0.22926423007523133,0.0,0.054622116259867196,0,0,0.0
2024-08-05,2024,8,0,0,ETHUSDT,2688.91,2697.44,2111.0,2419.59,-10.01595442019256,2670604.1003,-10.016289067729788,3.4573614427011563,233.2758593535614,0.485987295444829,1,0,1.6452351186346483,0,0,0,0,1,-0.31571132831059523,1,1.5956590745618895,2.056633940510546,1,2971.2191396830563,-0.18767032130465705,0,0,1,1,4.229353332403428,0,2903.65,2935.46,2630.0,2688.92,512064.2612,26.575644709315714,3706.6517683976763,3282.849499999999,2859.0472316023215,0.3152211805465967,0.0,0.06288500591683147,0,0,0.3
2024-08-06,2024,8,1,0,ETHUSDT,2419.76,2556.23,2414.19,2461.33,1.7179389691539533,642283.8038,1.7250856550076632,3.540810900980099,317.5702113294143,4.215369051613868,1,0,2.1439470809738825,0,0,0,0,1,-0.3039067625964389,1,10.426934418968653,5.131706908294383,1,2918.798335198136,-0.2549923231873782,0,0,1,1,4.229353332403428,0,2688.91,2697.44,2111.0,2419.59,2670604.1003,21.489974720160028,3791.044213481887,3231.622499999999,2672.2007865181113,0.4624103368602844,0.0,0.08220536039543075,1,0,0.3
2024-08-07,2024,8,2,0,ETHUSDT,2461.33,2551.32,2309.04,2342.8,-4.815689078668839,630115.4228,-4.815689078668839,3.5544899596063386,330.56652006891926,-0.7594986828156784,1,0,1.7595234321105924,0,0,0,0,1,-0.33742844860743454,1,0.9867379893792085,0.5812933495058755,0,2864.8101857288357,-0.17160940197007712,0,0,0,0,4.229353332403428,1,2419.76,2556.23,2414.19,2461.33,642283.8038,23.91987244972615,3832.03708287512,3185.336499999999,2538.635917124878,0.5254887259125117,0.0,0.07916110637829792,1,0,0.0
